Id	control1	control2	control3	control4	coldshock1	coldshock2	coldshock3	coldshock4	heatshock1	heatshock2	norm.control1	norm.control2	norm.control3	norm.control4	norm.coldshock1	norm.coldshock2	norm.coldshock3	norm.coldshock4	norm.heatshock1	norm.heatshock2	baseMean	control	coldshock	heatshock	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0027493	1817	11369	1885	6447	1777	1950	908	2297	6814	6381	3861	4780	3031	3484	1836	1834	1646	2395	3554	6593	3301.51	3789	1928	5074	2.631	1.396	3.655	0.000257646861461547	0.00572332264439581	0.0537	0.6935	0.0931	0.0931	TRUE	0.2531
FBgn0019644	2054	12179	3440	13511	2465	2929	1039	2431	8622	9531	4365	5121	5532	7302	2547	2755	1883	2535	4497	9848	4638.44	5580	2430	7172	2.951	1.561	3.651	0.000260790178296522	0.00577457995756897	0.0711	0.6916	0.1168	0.1168	TRUE	0.3387
FBgn0030331	56	342	103	322	9	0	0	0	100	55	119	144	166	174	9	0	0	0	52	57	72.07	151	2	54	22.386	4.485	3.645	0.000266894084538412	0.00588052638027497	0.6343	0.9881	0.7994	0.7994	TRUE	2.5538
FBgn0259152	456	1822	362	745	394	337	133	372	1758	1201	969	766	582	403	407	317	241	388	917	1241	623.07	680	338	1079	3.185	1.671	3.645	0.000267277308157537	0.00588052638027497	0.0798	0.7218	0.133	0.133	TRUE	0.1339
FBgn0038973	937	4244	366	2438	783	1278	749	1960	3631	23638	1991	1784	589	1318	809	1202	1358	2044	1894	24424	3741.19	1420	1353	13159	9.725	3.282	3.64	0.000272681285439609	0.00596165258514982	0.4939	0.6927	0.5204	0.5204	TRUE	1.2341
FBgn0038224	769	3471	1227	3232	493	712	226	915	2513	3355	1634	1459	1973	1747	509	670	410	954	1311	3467	1413.35	1703	636	2389	3.754	1.908	3.639	0.000273833740871407	0.00596190399988751	0.1236	0.7023	0.1754	0.1754	TRUE	0.8911
FBgn0038721	315	1026	464	1150	274	189	105	187	841	754	669	431	746	622	283	178	190	195	439	779	453.24	617	212	609	2.873	1.523	3.639	0.000273663133759006	0.00596190399988751	0.0608	0.7348	0.1094	0.1094	TRUE	0.3334
FBgn0051446	85	238	127	332	13	40	24	6	104	525	181	100	204	179	13	38	43	6	54	542	136.19	166	25	298	11.915	3.575	3.637	0.000275945866134517	0.00599488055405759	0.562	0.8463	0.6012	0.6012	TRUE	1.0364
FBgn0036108	0	4	0	0	6	2	1	2	0	1592	0	2	0	0	6	2	2	2	0	1645	165.86	0	3	822	272.876	8.092	3.634	0.000278625571934077	0.00604359423455753	4.2228	0.8178	3.0429	3.0429	TRUE	0.815
FBgn0039435	1	6	83	406	6	0	0	1	11	741	2	3	133	219	6	0	0	1	6	766	113.62	89	2	386	207.614	7.698	3.633	0.000279833835474343	0.00606028856543731	3.2137	0.878	2.6609	2.6609	TRUE	0.7233
FBgn0013763	1574	6127	2165	2768	1320	1877	403	1784	5764	12875	3345	2576	3482	1496	1364	1766	730	1860	3006	13303	3292.8	2725	1430	8154	5.701	2.511	3.629	0.000284663402766174	0.00612576397053907	0.258	0.6935	0.3064	0.3064	TRUE	0.8577
FBgn0038207	12	37	10	53	6	5	0	0	27	128	26	16	16	29	6	5	0	0	14	132	24.3	22	3	73	25.459	4.67	3.628	0.000285790507567631	0.00612576397053907	0.7524	1.58	0.9174	0.9174	TRUE	0.5347
FBgn0051674	55	235	153	272	13	24	5	0	193	169	117	99	246	147	13	23	9	0	101	175	92.91	152	11	138	12.109	3.598	3.628	0.000285960610913925	0.00612576397053907	0.5034	0.9206	0.5914	0.5914	TRUE	0.7105
FBgn0000370	848	2585	1282	2841	799	1038	630	1172	3648	5767	1802	1087	2062	1535	826	976	1142	1222	1903	5959	1851.32	1622	1042	3931	3.774	1.916	3.626	0.000288120108163822	0.0061594104757048	0.1156	0.6987	0.1784	0.1784	TRUE	0.3476
FBgn0030668	306	1783	803	2623	217	295	105	193	1255	665	650	750	1291	1418	224	277	190	201	655	687	634.38	1027	223	671	3	1.585	3.625	0.000288422854294059	0.0061594104757048	0.0693	0.7212	0.1199	0.1199	TRUE	0.0443
FBgn0283437	177	243	589	267	92	90	111	43	173	4983	376	102	947	144	95	85	201	45	90	5149	723.45	392	106	2620	24.647	4.623	3.62	0.000294782278116485	0.00628550422335722	1.1004	0.7169	1.041	1.041	TRUE	4.1766
FBgn0037358	568	2636	631	1901	428	506	292	230	1551	2217	1207	1108	1015	1027	442	476	529	240	809	2291	914.44	1089	422	1550	3.675	1.878	3.617	0.00029855121747667	0.00633590322597673	0.1207	0.7107	0.1714	0.1714	TRUE	0.6507
FBgn0028563	846	5137	420	1107	166	282	25	222	1612	1947	1798	2160	675	598	172	265	45	231	841	2012	879.74	1308	178	1426	7.978	2.996	3.608	0.000308030878740957	0.0064879003834814	0.3987	0.7116	0.439	0.439	TRUE	0.0929
FBgn0029942	133	702	240	608	35	21	35	42	201	192	283	295	386	329	36	20	63	44	105	198	175.87	323	41	152	3.761	1.911	3.608	0.000307978279601006	0.0064879003834814	0.0974	0.8104	0.1664	0.1664	TRUE	0.6382
FBgn0034828	0	2	4	17	46	46	33	11	6	5426	0	1	6	9	48	43	60	11	3	5606	578.81	4	40	2804	69.296	6.115	3.609	0.000307905129016162	0.0064879003834814	2.1115	0.7244	1.8293	1.8293	TRUE	1.3805
FBgn0015039	492	836	1571	1664	507	566	624	710	1269	22204	1046	352	2526	899	524	532	1131	740	662	22942	3135.46	1206	732	11802	16.128	4.012	3.605	0.000312027870499178	0.006551238474528	0.8097	0.6939	0.7926	0.7926	TRUE	4.3022
FBgn0260987	552	1469	365	755	100	152	72	102	751	407	1173	618	587	408	103	143	130	106	392	421	408.11	696	120	406	3.363	1.75	3.605	0.000312460458472458	0.006551238474528	0.0956	0.7401	0.1464	0.1464	TRUE	0.3248
FBgn0031227	95	279	39	97	9	25	1	17	250	99	202	117	63	52	9	24	2	18	130	102	71.94	108	13	116	8.68	3.118	3.603	0.000314048827129921	0.00657456461280926	0.3495	0.9887	0.4455	0.4455	TRUE	0.2744
FBgn0051810	25	55	39	52	0	4	0	0	36	24	53	23	63	28	0	4	0	0	19	25	21.44	42	1	22	20.31	4.344	3.6	0.000318432108373147	0.00661620517502522	0.2128	1.6992	0.5507	0.5507	TRUE	0.663
FBgn0037890	499	2239	479	1224	475	684	344	628	2021	2633	1060	941	770	662	491	643	623	655	1054	2721	962.07	858	603	1888	3.128	1.645	3.597	0.000321421802251521	0.00664833090076237	0.0863	0.7095	0.133	0.133	TRUE	0.1746
FBgn0015570	121	257	181	173	15	20	32	33	89	744	257	108	291	93	16	19	58	34	46	769	169.16	187	32	408	12.954	3.695	3.594	0.00032560439828788	0.00670076274501129	0.6393	0.8152	0.6632	0.6632	TRUE	0.2062
FBgn0002791	259	1045	214	607	158	215	117	122	995	386	550	439	344	328	163	202	212	127	519	399	328.45	415	176	459	2.612	1.385	3.593	0.000326989338151975	0.00671324173142028	0.0466	0.753	0.0918	0.0918	TRUE	0.2693
FBgn0030743	178	948	427	913	88	106	22	91	503	262	378	399	687	493	91	100	40	95	262	271	281.54	489	82	266	3.249	1.7	3.592	0.00032804884727139	0.00671553070035655	0.0767	0.764	0.1367	0.1367	TRUE	0.3656
FBgn0030612	435	2230	241	543	90	145	22	100	785	596	924	938	388	293	93	136	40	104	409	616	394.18	636	93	512	5.464	2.45	3.591	0.000329825245207965	0.00673559958079916	0.2369	0.742	0.293	0.293	TRUE	0.0512
FBgn0034440	3	8	14	25	0	0	25	1	20	4341	6	3	23	14	0	0	45	1	10	4485	458.79	12	12	2248	197.366	7.625	3.591	0.000330028292407978	0.00673559958079916	3.5712	0.7342	2.8534	2.8534	TRUE	6.407
FBgn0054010	5	7	1	17	1	0	0	0	54	11	11	3	2	9	1	0	0	0	28	11	6.49	6	0	20	56.278	5.814	3.589	0.000331884240992268	0.00676348754836308	0.3954	4.0299	0.9887	0.9887	TRUE	0.1605
FBgn0031561	763	2540	2093	3181	300	335	12	431	1961	6085	1621	1068	3366	1719	310	315	22	449	1023	6287	1618.08	1944	274	3655	13.323	3.736	3.588	0.000333317079882026	0.006772708959897	0.6918	0.7004	0.6929	0.6929	TRUE	0.9206
FBgn0039897	286	1334	1663	4602	345	651	175	651	1773	10240	608	561	2674	2487	357	612	317	679	925	10581	1980.02	1582	491	5753	11.708	3.549	3.588	0.000332849157714323	0.006772708959897	0.6136	0.6979	0.6259	0.6259	TRUE	0.1598
FBgn0036897	214	1022	268	901	191	187	73	197	779	311	455	430	431	487	197	176	132	205	406	321	324.1	451	178	364	2.04	1.029	3.582	0.000340352455934772	0.00689538106107147	0.0125	0.7539	0.0492	0.0492	TRUE	0.1797
