Id	control1	control2	control3	control4	coldshock1	coldshock2	coldshock3	coldshock4	heatshock1	heatshock2	norm.control1	norm.control2	norm.control3	norm.control4	norm.coldshock1	norm.coldshock2	norm.coldshock3	norm.coldshock4	norm.heatshock1	norm.heatshock2	baseMean	control	coldshock	heatshock	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0004173	0	11	2622	11221	100	58	23	136	1250	81	0	5	4217	6064	103	55	42	142	652	84	1136.26	2572	86	368	0.033	-4.912	-2.962	0.00305681688928877	0.0151518183310419	3.1479	0.706	2.6358	2.6358	TRUE	0.043
FBgn0039044	122	743	81	268	114	83	43	78	243	80	259	312	130	145	118	78	78	81	127	83	141.13	212	89	105	0.42	-1.253	-2.961	0.00306584163601512	0.0151771769207465	0.1033	0.8407	0.1626	0.1626	TRUE	0.089
FBgn0263023	0	1	46	173	0	0	0	0	14	0	0	0	74	93	0	0	0	0	7	0	17.52	42	0	4	0.005	-7.616	-2.96	0.0030719455007385	0.0152007066704352	8.3524	1.9258	5.3452	5.3452	TRUE	0.0271
FBgn0051174	4	11	138	410	18	4	0	1	73	4	9	5	222	222	19	4	0	1	38	4	52.22	114	6	21	0.052	-4.266	-2.959	0.00308546161507028	0.015262355363922	2.0697	1.1025	1.8909	1.8909	TRUE	0.087
FBgn0028950	443	2089	814	2532	206	242	148	742	555	597	941	878	1309	1368	213	228	268	774	289	617	688.59	1124	371	453	0.33	-1.601	-2.959	0.00308987369209074	0.0152737112574102	0.2266	0.7185	0.2791	0.2791	TRUE	0.9554
FBgn0035713	1767	10234	2708	10461	2529	2705	1261	1716	5648	1375	3755	4303	4355	5654	2613	2544	2286	1789	2946	1421	3166.52	4517	2308	2184	0.511	-0.969	-2.959	0.00308929382142441	0.0152737112574102	0.0592	0.6938	0.1026	0.1026	TRUE	0.2341
FBgn0040793	1104	4602	2056	5460	1163	1227	398	1519	3697	3946	2346	1935	3306	2951	1202	1154	721	1584	1928	4077	2120.47	2634	1165	3002	0.443	-1.176	-2.957	0.00310464576529553	0.0153327059279841	0.0982	0.6972	0.1513	0.1513	TRUE	0.1954
FBgn0045479	2	6	12	50	1	0	0	0	0	2	4	3	19	27	1	0	0	0	0	2	5.62	13	0	1	0.026	-5.239	-2.957	0.00310605737379974	0.0153327059279841	1.2879	4.5495	1.9726	1.9726	TRUE	0.0793
FBgn0035462	123	584	74	211	59	63	16	94	553	140	261	246	119	114	61	59	29	98	288	145	142.03	185	62	216	0.336	-1.572	-2.956	0.00311524060845314	0.0153727804931325	0.1862	0.8398	0.2588	0.2588	TRUE	0.1223
FBgn0031878	274	1413	2251	7066	376	410	103	793	1721	468	582	594	3620	3819	389	386	187	827	898	484	1178.4	2154	447	691	0.208	-2.268	-2.954	0.00314092315786018	0.0154783492183523	0.5432	0.7054	0.5651	0.5651	TRUE	0.0346
FBgn0086558	2282	8642	3282	6446	1764	1852	1832	1700	4201	1711	4849	3634	5278	3484	1823	1742	3320	1773	2191	1768	2986.14	4311	2164	1980	0.502	-0.994	-2.953	0.00314354936138631	0.0154860039188567	0.0754	0.6942	0.1085	0.1085	TRUE	0.4264
FBgn0033769	101	517	214	568	116	62	26	165	420	185	215	217	344	307	120	58	47	172	219	191	189.07	271	99	205	0.368	-1.441	-2.953	0.00314611306977701	0.0154933456326037	0.1567	0.8017	0.2207	0.2207	TRUE	0.6785
FBgn0029892	60	518	36	139	20	4	29	27	148	79	128	218	58	75	21	4	53	28	77	82	74.23	120	26	80	0.216	-2.21	-2.953	0.00314824662086083	0.01549673545459	0.4389	0.9793	0.5102	0.5102	TRUE	0.2986
FBgn0030433	197	1225	93	414	147	156	32	57	457	287	419	515	150	224	152	147	58	59	238	297	225.79	327	104	268	0.319	-1.648	-2.952	0.00315719514455016	0.0155320227390719	0.2326	0.7831	0.2918	0.2918	TRUE	0.0703
FBgn0264514	0	1	18	80	0	0	0	0	14	4	0	0	29	43	0	0	0	0	7	4	8.4	18	0	6	0.012	-6.41	-2.951	0.00316594017524552	0.0155697378158412	3.6097	3.2697	3.5011	3.5011	TRUE	0.0524
FBgn0000723	369	3252	1509	6808	862	753	442	474	1488	667	784	1367	2427	3679	891	708	801	494	776	689	1261.71	2064	724	732	0.35	-1.513	-2.949	0.00318406037708689	0.0156413180980851	0.1863	0.7041	0.2518	0.2518	TRUE	0.1023
FBgn0052865	7	1	17	12	0	0	0	0	941	1	15	0	27	6	0	0	0	0	491	1	54.09	12	0	246	0.018	-5.823	-2.949	0.00318482983859444	0.0156413180980851	3.42	1.0882	2.6975	2.6975	TRUE	1.9178
FBgn0051526	0	2	37	100	1	0	0	0	1	0	0	1	60	54	1	0	0	0	1	0	11.59	29	0	0	0.012	-6.341	-2.949	0.00318800958626191	0.0156462871023816	3.8412	2.559	3.4222	3.4222	TRUE	0.0425
FBgn0033427	106	586	125	446	71	49	3	100	274	110	225	246	201	241	73	46	5	104	143	114	139.94	228	57	128	0.252	-1.987	-2.949	0.00319098219657165	0.0156555530337577	0.3517	0.842	0.4232	0.4232	TRUE	0.9179
FBgn0040814	1	2	186	543	10	13	0	2	43	5	2	1	299	293	10	12	0	2	22	5	64.78	149	6	14	0.042	-4.575	-2.949	0.00319306901327581	0.0156604682764604	2.497	1.022	2.2133	2.2133	TRUE	0.0159
FBgn0002431	3462	10872	3117	6882	2411	2484	926	2638	9625	2109	7357	4571	5013	3719	2491	2336	1678	2751	5020	2179	3711.58	5165	2314	3600	0.448	-1.158	-2.948	0.00319888907188596	0.0156836837172561	0.0997	0.6928	0.1478	0.1478	TRUE	0.3288
FBgn0031732	38	190	261	524	31	36	49	8	135	161	81	80	420	283	32	34	89	8	70	166	126.34	216	41	118	0.187	-2.417	-2.948	0.00320226065754783	0.0156931381778276	0.5813	0.8587	0.6286	0.6286	TRUE	0.1649
FBgn0260758	2	8	958	3323	41	43	25	53	271	12	4	3	1541	1796	42	40	45	55	141	12	368.13	836	46	76	0.055	-4.189	-2.946	0.00321854409412679	0.0157466880228962	2.1745	0.7459	1.9287	1.9287	TRUE	0.0241
N_noFeature	193985	571318	277562	1044071	138389	143244	158728	127314	183584	136295	412228	240214	446371	564259	143004	134737	287689	132749	95744	140827	259782.23	415768	174545	118286	0.42	-1.252	-2.946	0.00322046716389009	0.0157466880228962	0.1352	0.687	0.1736	0.1736	TRUE	0.2441
FBgn0004391	840	4750	443	1377	556	500	159	317	1945	296	1785	1997	712	744	575	470	288	331	1014	306	822.26	1310	416	660	0.318	-1.654	-2.945	0.00323115047842548	0.0157935746717214	0.2373	0.7133	0.3013	0.3013	TRUE	0.0518
FBgn0263413	98	268	397	954	32	1	0	82	149	57	208	113	638	516	33	1	0	86	78	59	173.11	369	30	68	0.081	-3.62	-2.944	0.00323634595351937	0.0158136145880496	1.5935	0.8123	1.4308	1.4308	TRUE	0.1899
FBgn0035147	751	4293	1507	3703	653	487	592	637	1632	3186	1596	1805	2424	2001	675	458	1073	664	851	3292	1483.88	1956	718	2072	0.367	-1.448	-2.944	0.00324288904450282	0.0158348648404444	0.1669	0.7016	0.2314	0.2314	TRUE	0.7924
FBgn0035167	9	75	49	192	10	0	0	0	3	0	19	32	79	104	10	0	0	0	2	0	24.51	58	2	1	0.045	-4.463	-2.943	0.00324766765306116	0.0158474763030036	2.1813	1.5724	1.9746	1.9746	TRUE	0.4034
FBgn0260027	7	31	16	34	1	6	3	0	38	47	15	13	26	18	1	6	5	0	20	49	15.25	18	3	34	0.163	-2.621	-2.943	0.00324732821463746	0.0158474763030036	0.2121	2.1101	0.53	0.53	TRUE	0.418
FBgn0034902	184	1143	223	604	186	213	95	136	382	525	391	481	359	326	192	200	172	142	199	542	300.49	389	176	370	0.454	-1.14	-2.943	0.00325386860344774	0.0158723688483152	0.0887	0.7592	0.1393	0.1393	TRUE	0.2026
FBgn0262123	10	33	206	587	24	31	15	17	93	39	21	14	331	317	25	29	27	18	49	40	87.13	171	25	44	0.144	-2.791	-2.942	0.00325817846526116	0.0158826571994527	0.8203	0.936	0.837	0.837	TRUE	0.023
FBgn0260764	0	19	20	90	0	0	0	2	14	80	0	8	32	49	0	0	0	2	7	83	18.08	22	0	45	0.026	-5.26	-2.942	0.00326319998826967	0.0159017652365579	2.2564	1.8872	2.1505	2.1505	TRUE	0.2992
FBgn0023169	1164	6339	1666	5148	1605	1513	1212	1514	3472	1532	2474	2665	2679	2782	1659	1423	2197	1579	1811	1583	2085.1	2650	1714	1697	0.646	-0.63	-2.941	0.00327008318910277	0.0159299293795172	0.0181	0.6973	0.0435	0.0435	TRUE	0.284
FBgn0034183	4	4	15	41	0	0	0	0	55	0	9	2	24	22	0	0	0	0	29	0	8.51	14	0	14	0.015	-6.041	-2.94	0.00327691015897344	0.0159492415674003	2.9185	3.236	3.0139	3.0139	TRUE	0.0787
FBgn0039810	0	1	138	622	9	3	1	0	22	1	0	0	222	336	9	3	2	0	11	1	58.49	140	4	6	0.025	-5.315	-2.94	0.00327736251135577	0.0159492415674003	3.5393	1.058	2.9644	2.9644	TRUE	0.0592
FBgn0283428	1	3	18	66	0	1	0	0	6	0	2	1	29	36	0	1	0	0	3	0	7.21	17	0	2	0.021	-5.594	-2.941	0.00327655757221622	0.0159492415674003	2.085	3.6984	2.4433	2.4433	TRUE	0.0437
FBgn0283480	305	2011	844	3127	162	252	0	60	721	55	648	846	1357	1690	167	237	0	63	376	57	544.08	1135	117	216	0.103	-3.279	-2.938	0.00329869488052331	0.0160476447271565	1.311	0.7268	1.1911	1.1911	TRUE	0.1829
FBgn0052706	2	6	31	67	3	0	0	2	2	2	4	3	50	36	3	0	0	2	1	2	10.11	23	1	2	0.058	-4.097	-2.938	0.00330622515252338	0.0160788591143944	1.1545	2.8331	1.4117	1.4117	TRUE	0.0454
