"","cold_log2FoldChange","cold_padj","hot_log2FoldChange","hot_padj","hvsc_log2FoldChange","hvsc_padj"
"FBgn0267742",-9.3728801353,2.4887541241991e-16,-11.4979951713898,2.26992608494845e-11,-2.12511503608982,0.562729296826108
"FBgn0063127",13.3931517523678,1.36252492068514e-11,10.6078871387555,3.08916695044016e-05,-2.78526461361224,0.420019170735686
"FBgn0262972",8.21235594263103,1.04511395095861e-07,7.81432139787325,0.000150836753555225,-0.398034544757779,0.966191810365518
"FBgn0262887",3.67242091666793,1.68909388509379e-12,1.90340871401121,0.0147909356748575,-1.76901220265671,0.0203673089540737
"FBgn0264271",7.38502490284605,4.21289717604036e-09,-0.677743048141833,0.821444514111746,-8.06276795098788,8.98377088520644e-07
"FBgn0267087",5.17408932190503,3.92272191936972e-05,3.70887705587837,0.038800292901553,-1.46521226602666,0.480472464663763
